id,sex,age,federal_district,type_of_city,knows_election_date,will_vote,candidate,television_usage,internet_usage,education,income,employment,job_type,company_type,weight1
0716712aa10ce5c4,female,54.0,far eastern,settlement,named correct date,likely yes,Putin,over 4 hours a day,does not use internet,school,medium,unemployed,,,0.9214036905059662
0716ae631fccee17,female,54.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,college,medium,work for hire,non-profit agency,,0.7588937311526393
0716b35d814ce25b,female,55.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,does not watch,less than 4 hours a day,bachelor degree,medium,work for hire,commercial organization,housing and communal services,0.9804591634490072
0716b8b68a4ce2a0,female,45.0,northwestern,city with population of 100-500k,named correct date,likely no,struggle to answer,less than 4 hours a day,over 4 hours a day,college,medium,work for hire,commercial organization,other,0.6449831672496995
07168655660ce1b7,female,53.0,northwestern,city with population of 100-500k,named correct date,definitely no,Slutskiy,does not watch,less than 4 hours a day,bachelor degree,medium,self-employed,,"industry, manufacturing",0.7220047586200264
07169dda600ce20c,female,57.0,north caucasian,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,once half a year,school,medium,unemployed pensioner,,,0.7686103186887785
0716aa8302ccea82,female,45.0,volga,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,work for hire,hard to say,"catering, restaurants",0.9694421586787264
07167de1da8ce1c8,female,51.0,ural,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,over 4 hours a day,college,medium,work for hire,commercial organization,trade,0.740261642980206
0716807d66ccebe5,female,49.0,volga,city with population of 500-950k,named correct date,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,college,medium,work for hire,commercial organization,"transportation, storage",0.7170116175105445
0716c27fb94ced8d,female,50.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,several times a week,over 4 hours a day,college,medium,work for hire,commercial organization,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.9418063603081662
071689ae2e8ce6e2,female,46.0,central,city with population of 1 million and higher,named correct date,definitely yes,Davankov,does not watch,less than 4 hours a day,bachelor degree,medium,work for hire,commercial organization,"tech, programming, communications",1.3435111521957035
0716858f1e4ceda3,female,68.0,volga,village,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,school,medium,employed pensioner,commercial organization,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.92172360632897
07166a90e70cec91,female,64.0,siberian,village,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,college,medium,unemployed pensioner,,,0.9439551425652036
0716cc6de98cea31,female,83.0,central,settlement,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.698093658185764
0716aa320f4ce993,female,69.0,northwestern,city with population of less than 50k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,0.7333375098894521
0716be71164ce4ab,female,70.0,central,city with population of 100-500k,wrong answer,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,0.8047899087292489
0716a88fd78ce0da,female,64.0,north caucasian,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,school,medium,unemployed pensioner,,,0.6308981049755595
07168627c74ce4d2,female,69.0,volga,city with population of 100-500k,named correct date,definitely no,struggle to answer,over 4 hours a day,does not use internet,college,medium,unemployed pensioner,,,0.6506068290240652
0716bef03e8ce9b4,female,70.0,central,city with population of 500-950k,named correct date,definitely yes,Putin,over 4 hours a day,several times a week,bachelor degree,medium,unemployed pensioner,,,0.7280196631698882
0716caa856cce53e,female,76.0,central,city with population of 500-950k,named correct date,likely yes,struggle to answer,does not watch,several times a week,academic degree,medium,unemployed pensioner,,,0.7280196631698882
07167fb6368ceee9,female,77.0,volga,city with population of 500-950k,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,0.7198392142526819
07165ef4a34ced04,female,60.0,siberian,city with population of 500-950k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,0.6895070778539657
07166c8fc24ce6b3,female,75.0,siberian,city with population of 500-950k,named correct date,definitely yes,struggle to answer,over 4 hours a day,does not use internet,bachelor degree,medium,unemployed pensioner,,,0.6895070778539657
0716bf39e74ce2a3,female,63.0,central,city with population of 1 million and higher,named correct date,definitely yes,Putin,does not watch,over 4 hours a day,bachelor degree,medium,unemployed pensioner,,,1.2564942260627003
0716a025fb4ce933,female,18.0,northwestern,city with population of 100-500k,named correct date,definitely yes,Putin,does not watch,less than 4 hours a day,bachelor degree,medium,unemployed pensioner,,,0.876911381680357
07166035ab4ce458,female,47.0,siberian,city with population of 100-500k,named correct date,definitely yes,Putin,several times a week,several times a week,school,medium,work for hire,government agency,trade,0.8117386999572469
0716ab2d560ceb69,male,38.0,central,village,not sure or no answer,definitely yes,Putin,several times a week,several times a week,incomplete school education,medium,unemployed pensioner,,,0.7804958755342949
0716798f688ce9b0,male,33.0,ural,village,not sure or no answer,not sure,Putin,several times a week,over 4 hours a day,college,medium,parental leave,,,1.1705370856948414
0716c31a590ceb33,male,40.0,central,city with population of 500-950k,named correct date,definitely yes,struggle to answer,less than 4 hours a day,does not use internet,bachelor degree,medium,work for hire,hard to say,hard to say,0.6438692007436697
07168184e1ccee61,female,40.0,volga,city with population of 500-950k,named correct date,likely yes,Kharitonov,several times a month,over 4 hours a day,college,medium,work for hire,commercial organization,trade,0.7449789820360871
0716a7ef9a8ce07f,female,35.0,southern,city with population of 1 million and higher,named correct date,definitely yes,struggle to answer,several times a week,less than 4 hours a day,bachelor degree,medium,work for hire,government agency,education,1.5399059513103914
071698d9928ce269,female,60.0,volga,city with population of 50-100k,named correct date,likely yes,struggle to answer,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,employed pensioner,commercial organization,trade,0.9846587437818494
07167abaf40cec0f,male,61.0,ural,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,college,medium,employed pensioner,commercial organization,housing and communal services,0.6805227089684727
071684ed748ce207,female,36.0,volga,village,not sure or no answer,likely yes,Putin,once half a year,several times a week,incomplete school education,medium,parental leave,,,1.1667169998335851
07169edb4a0ce1a5,female,43.0,volga,city with population of 500-950k,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,incomplete school education,medium,unemployed,,,0.7449789820360871
071696d5c64ce118,female,54.0,central,settlement,named correct date,likely yes,struggle to answer,over 4 hours a day,less than 4 hours a day,college,medium,entrepreneur,,"transportation, storage",0.939056650257986
071664cf924ce953,male,37.0,siberian,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,medium,hard to say,,,0.6741129702199534
0716cc677c4ce7e0,male,37.0,central,city with population of 1 million and higher,named correct date,definitely yes,Slutskiy,several times a month,several times a month,bachelor degree,medium,self-employed,,healthcare,1.1112583546871004
0716965c33ccee6d,male,62.0,southern,city with population of less than 50k,named correct date,definitely yes,Putin,over 4 hours a day,over 4 hours a day,bachelor degree,medium,work for hire,commercial organization,"industry, manufacturing",1.2303617080545817
